,id,name,acronym,hexcolor,level,parent,order
1401,-878,Primary somatosensory area mouth layer 1 (left),SSp-m1,#188064,9,-345.0,73
1402,-657,Primary somatosensory area mouth layer 2/3 (left),SSp-m2/3,#188064,9,-345.0,74
1403,-950,Primary somatosensory area mouth layer 4 (left),SSp-m4,#188064,9,-345.0,75
1404,-974,Primary somatosensory area mouth layer 5 (left),SSp-m5,#188064,9,-345.0,76
1405,-1102,Primary somatosensory area mouth layer 6a (left),SSp-m6a,#188064,9,-345.0,77
1406,-2,Primary somatosensory area mouth layer 6b (left),SSp-m6b,#188064,9,-345.0,78
1407,-369,Primary somatosensory area upper limb (left),SSp-ul,#188064,8,-322.0,79
1408,-450,Primary somatosensory area upper limb layer 1 (left),SSp-ul1,#188064,9,-369.0,80
1409,-854,Primary somatosensory area upper limb layer 2/3 (left),SSp-ul2/3,#188064,9,-369.0,81
1410,-577,Primary somatosensory area upper limb layer 4 (left),SSp-ul4,#188064,9,-369.0,82
1411,-625,Primary somatosensory area upper limb layer 5 (left),SSp-ul5,#188064,9,-369.0,83
1412,-945,Primary somatosensory area upper limb layer 6a (left),SSp-ul6a,#188064,9,-369.0,84
1413,-1026,Primary somatosensory area upper limb layer 6b (left),SSp-ul6b,#188064,9,-369.0,85
1414,-361,Primary somatosensory area trunk (left),SSp-tr,#188064,8,-322.0,86
1415,-1006,Primary somatosensory area trunk layer 1 (left),SSp-tr1,#188064,9,-361.0,87
1416,-670,Primary somatosensory area trunk layer 2/3 (left),SSp-tr2/3,#188064,9,-361.0,88
1417,-1086,Primary somatosensory area trunk layer 4 (left),SSp-tr4,#188064,9,-361.0,89
1418,-1111,Primary somatosensory area trunk layer 5 (left),SSp-tr5,#188064,9,-361.0,90
1419,-9,Primary somatosensory area trunk layer 6a (left),SSp-tr6a,#188064,9,-361.0,91
1420,-461,Primary somatosensory area trunk layer 6b (left),SSp-tr6b,#188064,9,-361.0,92
1421,-182305689,Primary somatosensory area unassigned (left),SSp-un,#188064,8,-322.0,93
1422,-182305693,Primary somatosensory area unassigned layer 1 (left),SSp-un1,#188064,9,-182305689.0,94
1423,-182305697,Primary somatosensory area unassigned layer 2/3 (left),SSp-un2/3,#188064,9,-182305689.0,95
1424,-182305701,Primary somatosensory area unassigned layer 4 (left),SSp-un4,#188064,9,-182305689.0,96
1425,-182305705,Primary somatosensory area unassigned layer 5 (left),SSp-un5,#188064,9,-182305689.0,97
1426,-182305709,Primary somatosensory area unassigned layer 6a (left),SSp-un6a,#188064,9,-182305689.0,98
1427,-182305713,Primary somatosensory area unassigned layer 6b (left),SSp-un6b,#188064,9,-182305689.0,99
1428,-378,Supplemental somatosensory area (left),SSs,#188064,7,-453.0,100
1429,-873,Supplemental somatosensory area layer 1 (left),SSs1,#188064,8,-378.0,101
1430,-806,Supplemental somatosensory area layer 2/3 (left),SSs2/3,#188064,8,-378.0,102
1431,-1035,Supplemental somatosensory area layer 4 (left),SSs4,#188064,8,-378.0,103
1432,-1090,Supplemental somatosensory area layer 5 (left),SSs5,#188064,8,-378.0,104
1433,-862,Supplemental somatosensory area layer 6a (left),SSs6a,#188064,8,-378.0,105
1434,-893,Supplemental somatosensory area layer 6b (left),SSs6b,#188064,8,-378.0,106
1435,-1057,Gustatory areas (left),GU,#009c75,6,-315.0,107
1436,-36,Gustatory areas layer 1 (left),GU1,#009c75,7,-1057.0,108
1437,-180,Gustatory areas layer 2/3 (left),GU2/3,#009c75,7,-1057.0,109
1438,-148,Gustatory areas layer 4 (left),GU4,#009c75,7,-1057.0,110
1439,-187,Gustatory areas layer 5 (left),GU5,#009c75,7,-1057.0,111
1440,-638,Gustatory areas layer 6a (left),GU6a,#009c75,7,-1057.0,112
1441,-662,Gustatory areas layer 6b (left),GU6b,#009c75,7,-1057.0,113
1442,-677,Visceral area (left),VISC,#11ad83,6,-315.0,114
1443,-897,Visceral area layer 1 (left),VISC1,#11ad83,7,-677.0,115
1444,-1106,Visceral area layer 2/3 (left),VISC2/3,#11ad83,7,-677.0,116
1445,-1010,Visceral area layer 4 (left),VISC4,#11ad83,7,-677.0,117
1446,-1058,Visceral area layer 5 (left),VISC5,#11ad83,7,-677.0,118
1447,-857,Visceral area layer 6a (left),VISC6a,#11ad83,7,-677.0,119
1448,-849,Visceral area layer 6b (left),VISC6b,#11ad83,7,-677.0,120
1449,-247,Auditory areas (left),AUD,#019399,6,-315.0,121
1450,-1011,Dorsal auditory area (left),AUDd,#019399,7,-247.0,122
1451,-527,Dorsal auditory area layer 1 (left),AUDd1,#019399,8,-1011.0,123
1452,-600,Dorsal auditory area layer 2/3 (left),AUDd2/3,#019399,8,-1011.0,124
1453,-678,Dorsal auditory area layer 4 (left),AUDd4,#019399,8,-1011.0,125
1454,-252,Dorsal auditory area layer 5 (left),AUDd5,#019399,8,-1011.0,126
1455,-156,Dorsal auditory area layer 6a (left),AUDd6a,#019399,8,-1011.0,127
1456,-243,Dorsal auditory area layer 6b (left),AUDd6b,#019399,8,-1011.0,128
1457,-480149230,Laterolateral anterior visual area (left),VISlla,#019399,8,-1011.0,129
1458,-480149234,Laterolateral anterior visual area layer 1 (left),VISlla1,#019399,9,-480149230.0,130
1459,-480149238,Laterolateral anterior visual area layer 2/3 (left),VISlla2/3,#019399,9,-480149230.0,131
1460,-480149242,Laterolateral anterior visual area layer 4 (left),VISlla4,#019399,9,-480149230.0,132
1461,-480149246,Laterolateral anterior visual arealayer 5 (left),VISlla5,#019399,9,-480149230.0,133
1462,-480149250,Laterolateral anterior visual area layer 6a (left),VISlla6a,#019399,9,-480149230.0,134
1463,-480149254,Laterolateral anterior visual area layer 6b (left),VISlla6b,#019399,9,-480149230.0,135
1464,-1002,Primary auditory area (left),AUDp,#019399,7,-247.0,136
1465,-735,Primary auditory area layer 1 (left),AUDp1,#019399,8,-1002.0,137
1466,-251,Primary auditory area layer 2/3 (left),AUDp2/3,#019399,8,-1002.0,138
1467,-816,Primary auditory area layer 4 (left),AUDp4,#019399,8,-1002.0,139
1468,-847,Primary auditory area layer 5 (left),AUDp5,#019399,8,-1002.0,140
1469,-954,Primary auditory area layer 6a (left),AUDp6a,#019399,8,-1002.0,141
1470,-1005,Primary auditory area layer 6b (left),AUDp6b,#019399,8,-1002.0,142
1471,-1027,Posterior auditory area (left),AUDpo,#019399,7,-247.0,143
1472,-696,Posterior auditory area layer 1 (left),AUDpo1,#019399,8,-1027.0,144
1473,-643,Posterior auditory area layer 2/3 (left),AUDpo2/3,#019399,8,-1027.0,145
1474,-759,Posterior auditory area layer 4 (left),AUDpo4,#019399,8,-1027.0,146
1475,-791,Posterior auditory area layer 5 (left),AUDpo5,#019399,8,-1027.0,147
1476,-249,Posterior auditory area layer 6a (left),AUDpo6a,#019399,8,-1027.0,148
1477,-456,Posterior auditory area layer 6b (left),AUDpo6b,#019399,8,-1027.0,149
1478,-1018,Ventral auditory area (left),AUDv,#019399,7,-247.0,150
1479,-959,Ventral auditory area layer 1 (left),AUDv1,#019399,8,-1018.0,151
1480,-755,Ventral auditory area layer 2/3 (left),AUDv2/3,#019399,8,-1018.0,152
1481,-990,Ventral auditory area layer 4 (left),AUDv4,#019399,8,-1018.0,153
1482,-1023,Ventral auditory area layer 5 (left),AUDv5,#019399,8,-1018.0,154
1483,-520,Ventral auditory area layer 6a (left),AUDv6a,#019399,8,-1018.0,155
1484,-598,Ventral auditory area layer 6b (left),AUDv6b,#019399,8,-1018.0,156
1485,-669,Visual areas (left),VIS,#08858c,6,-315.0,157
1486,-801,Visual areas layer 1 (left),VIS1,#08858c,7,-669.0,158
1487,-561,Visual areas layer 2/3 (left),VIS2/3,#08858c,7,-669.0,159
1488,-913,Visual areas layer 4 (left),VIS4,#08858c,7,-669.0,160
1489,-937,Visual areas layer 5 (left),VIS5,#08858c,7,-669.0,161
1490,-457,Visual areas layer 6a (left),VIS6a,#08858c,7,-669.0,162
1491,-497,Visual areas layer 6b (left),VIS6b,#08858c,7,-669.0,163
1492,-402,Anterolateral visual area (left),VISal,#08858c,7,-669.0,164
1493,-1074,Anterolateral visual area layer 1 (left),VISal1,#08858c,8,-402.0,165
1494,-905,Anterolateral visual area layer 2/3 (left),VISal2/3,#08858c,8,-402.0,166
1495,-1114,Anterolateral visual area layer 4 (left),VISal4,#08858c,8,-402.0,167
1496,-233,Anterolateral visual area layer 5 (left),VISal5,#08858c,8,-402.0,168
1497,-601,Anterolateral visual area layer 6a (left),VISal6a,#08858c,8,-402.0,169
1498,-649,Anterolateral visual area layer 6b (left),VISal6b,#08858c,8,-402.0,170
1499,-394,Anteromedial visual area (left),VISam,#08858c,7,-669.0,171
1500,-281,Anteromedial visual area layer 1 (left),VISam1,#08858c,8,-394.0,172
1501,-1066,Anteromedial visual area layer 2/3 (left),VISam2/3,#08858c,8,-394.0,173
1502,-401,Anteromedial visual area layer 4 (left),VISam4,#08858c,8,-394.0,174
1503,-433,Anteromedial visual area layer 5 (left),VISam5,#08858c,8,-394.0,175
1504,-1046,Anteromedial visual area layer 6a (left),VISam6a,#08858c,8,-394.0,176
1505,-441,Anteromedial visual area layer 6b (left),VISam6b,#08858c,8,-394.0,177
1506,-409,Lateral visual area (left),VISl,#08858c,7,-669.0,178
1507,-421,Lateral visual area layer 1 (left),VISl1,#08858c,8,-409.0,179
1508,-973,Lateral visual area layer 2/3 (left),VISl2/3,#08858c,8,-409.0,180
1509,-573,Lateral visual area layer 4 (left),VISl4,#08858c,8,-409.0,181
1510,-613,Lateral visual area layer 5 (left),VISl5,#08858c,8,-409.0,182
1511,-74,Lateral visual area layer 6a (left),VISl6a,#08858c,8,-409.0,183
1512,-121,Lateral visual area layer 6b (left),VISl6b,#08858c,8,-409.0,184
1513,-385,Primary visual area (left),VISp,#08858c,7,-669.0,185
1514,-593,Primary visual area layer 1 (left),VISp1,#08858c,8,-385.0,186
1515,-821,Primary visual area layer 2/3 (left),VISp2/3,#08858c,8,-385.0,187
1516,-721,Primary visual area layer 4 (left),VISp4,#08858c,8,-385.0,188
1517,-778,Primary visual area layer 5 (left),VISp5,#08858c,8,-385.0,189
1518,-33,Primary visual area layer 6a (left),VISp6a,#08858c,8,-385.0,190
1519,-305,Primary visual area layer 6b (left),VISp6b,#08858c,8,-385.0,191
1520,-425,Posterolateral visual area (left),VISpl,#08858c,7,-669.0,192
1521,-750,Posterolateral visual area layer 1 (left),VISpl1,#08858c,8,-425.0,193
1522,-269,Posterolateral visual area layer 2/3 (left),VISpl2/3,#08858c,8,-425.0,194
1523,-869,Posterolateral visual area layer 4 (left),VISpl4,#08858c,8,-425.0,195
1524,-902,Posterolateral visual area layer 5 (left),VISpl5,#08858c,8,-425.0,196
1525,-377,Posterolateral visual area layer 6a (left),VISpl6a,#08858c,8,-425.0,197
1526,-393,Posterolateral visual area layer 6b (left),VISpl6b,#08858c,8,-425.0,198
1527,-533,posteromedial visual area (left),VISpm,#08858c,7,-669.0,199
1528,-805,posteromedial visual area layer 1 (left),VISpm1,#08858c,8,-533.0,200
1529,-41,posteromedial visual area layer 2/3 (left),VISpm2/3,#08858c,8,-533.0,201
1530,-501,posteromedial visual area layer 4 (left),VISpm4,#08858c,8,-533.0,202
1531,-565,posteromedial visual area layer 5 (left),VISpm5,#08858c,8,-533.0,203
1532,-257,posteromedial visual area layer 6a (left),VISpm6a,#08858c,8,-533.0,204
1533,-469,posteromedial visual area layer 6b (left),VISpm6b,#08858c,8,-533.0,205
1534,-312782574,Laterointermediate area (left),VISli,#08858c,7,-669.0,206
1535,-312782578,Laterointermediate area layer 1 (left),VISli1,#08858c,8,-312782574.0,207
1536,-312782582,Laterointermediate area layer 2/3 (left),VISli2/3,#08858c,8,-312782574.0,208
1537,-312782586,Laterointermediate area layer 4 (left),VISli4,#08858c,8,-312782574.0,209
1538,-312782590,Laterointermediate area layer 5 (left),VISli5,#08858c,8,-312782574.0,210
1539,-312782594,Laterointermediate area layer 6a (left),VISli6a,#08858c,8,-312782574.0,211
1540,-312782598,Laterointermediate area layer 6b (left),VISli6b,#08858c,8,-312782574.0,212
1541,-312782628,Postrhinal area (left),VISpor,#08858c,7,-669.0,213
1542,-312782632,Postrhinal area layer 1 (left),VISpor1,#08858c,8,-312782628.0,214
1543,-312782636,Postrhinal area layer 2/3 (left),VISpor2/3,#08858c,8,-312782628.0,215
1544,-312782640,Postrhinal area layer 4 (left),VISpor4,#08858c,8,-312782628.0,216
1545,-312782644,Postrhinal area layer 5 (left),VISpor5,#08858c,8,-312782628.0,217
1546,-312782648,Postrhinal area layer 6a (left),VISpor6a,#08858c,8,-312782628.0,218
1547,-312782652,Postrhinal area layer 6b (left),VISpor6b,#08858c,8,-312782628.0,219
1548,-31,Anterior cingulate area (left),ACA,#40a666,6,-315.0,220
1549,-572,Anterior cingulate area layer 1 (left),ACA1,#40a666,7,-31.0,221
1550,-1053,Anterior cingulate area layer 2/3 (left),ACA2/3,#40a666,7,-31.0,222
1551,-739,Anterior cingulate area layer 5 (left),ACA5,#40a666,7,-31.0,223
1552,-179,Anterior cingulate area layer 6a (left),ACA6a,#40a666,7,-31.0,224
1553,-227,Anterior cingulate area layer 6b (left),ACA6b,#40a666,7,-31.0,225
1554,-39,Anterior cingulate area dorsal part (left),ACAd,#40a666,7,-31.0,226
1555,-935,Anterior cingulate area dorsal part layer 1 (left),ACAd1,#40a666,8,-39.0,227
1556,-211,Anterior cingulate area dorsal part layer 2/3 (left),ACAd2/3,#40a666,8,-39.0,228
1557,-1015,Anterior cingulate area dorsal part layer 5 (left),ACAd5,#40a666,8,-39.0,229
1558,-919,Anterior cingulate area dorsal part layer 6a (left),ACAd6a,#40a666,8,-39.0,230
1559,-927,Anterior cingulate area dorsal part layer 6b (left),ACAd6b,#40a666,8,-39.0,231
1560,-48,Anterior cingulate area ventral part (left),ACAv,#40a666,7,-31.0,232
1561,-588,Anterior cingulate area ventral part layer 1 (left),ACAv1,#40a666,8,-48.0,233
1562,-296,Anterior cingulate area ventral part layer 2/3 (left),ACAv2/3,#40a666,8,-48.0,234
1563,-772,Anterior cingulate area ventral part layer 5 (left),ACAv5,#40a666,8,-48.0,235
1564,-810,Anterior cingulate area ventral part 6a (left),ACAv6a,#40a666,8,-48.0,236
1565,-819,Anterior cingulate area ventral part 6b (left),ACAv6b,#40a666,8,-48.0,237
1566,-972,Prelimbic area (left),PL,#2fa850,6,-315.0,238
1567,-171,Prelimbic area layer 1 (left),PL1,#2fa850,7,-972.0,239
1568,-195,Prelimbic area layer 2 (left),PL2,#2fa850,7,-972.0,240
1569,-304,Prelimbic area layer 2/3 (left),PL2/3,#2fa850,7,-972.0,241
1570,-363,Prelimbic area layer 5 (left),PL5,#2fa850,7,-972.0,242
1571,-84,Prelimbic area layer 6a (left),PL6a,#2fa850,7,-972.0,243
1572,-132,Prelimbic area layer 6b (left),PL6b,#2fa850,7,-972.0,244
1573,-44,Infralimbic area (left),ILA,#59b363,6,-315.0,245
1574,-707,Infralimbic area layer 1 (left),ILA1,#59b363,7,-44.0,246
1575,-747,Infralimbic area layer 2 (left),ILA2,#59b363,7,-44.0,247
1576,-556,Infralimbic area layer 2/3 (left),ILA2/3,#59b363,7,-44.0,248
1577,-827,Infralimbic area layer 5 (left),ILA5,#59b363,7,-44.0,249
1578,-1054,Infralimbic area layer 6a (left),ILA6a,#59b363,7,-44.0,250
1579,-1081,Infralimbic area layer 6b (left),ILA6b,#59b363,7,-44.0,251
1580,-714,Orbital area (left),ORB,#248a5e,6,-315.0,252
1581,-264,Orbital area layer 1 (left),ORB1,#248a5e,7,-714.0,253
1582,-492,Orbital area layer 2/3 (left),ORB2/3,#248a5e,7,-714.0,254
1583,-352,Orbital area layer 5 (left),ORB5,#248a5e,7,-714.0,255
1584,-476,Orbital area layer 6a (left),ORB6a,#248a5e,7,-714.0,256
1585,-516,Orbital area layer 6b (left),ORB6b,#248a5e,7,-714.0,257
1586,-723,Orbital area lateral part (left),ORBl,#248a5e,7,-714.0,258
1587,-448,Orbital area lateral part layer 1 (left),ORBl1,#248a5e,8,-723.0,259
1588,-412,Orbital area lateral part layer 2/3 (left),ORBl2/3,#248a5e,8,-723.0,260
1589,-630,Orbital area lateral part layer 5 (left),ORBl5,#248a5e,8,-723.0,261
1590,-440,Orbital area lateral part layer 6a (left),ORBl6a,#248a5e,8,-723.0,262
1591,-488,Orbital area lateral part layer 6b (left),ORBl6b,#248a5e,8,-723.0,263
1592,-731,Orbital area medial part (left),ORBm,#248a5e,7,-714.0,264
1593,-484,Orbital area medial part layer 1 (left),ORBm1,#248a5e,8,-731.0,265
1594,-524,Orbital area medial part layer 2 (left),ORBm2,#248a5e,8,-731.0,266
1595,-582,Orbital area medial part layer 2/3 (left),ORBm2/3,#248a5e,8,-731.0,267
1596,-620,Orbital area medial part layer 5 (left),ORBm5,#248a5e,8,-731.0,268
1597,-910,Orbital area medial part layer 6a (left),ORBm6a,#248a5e,8,-731.0,269
1598,-527696977,Orbital area medial part layer 6b (left),ORBm6b,#248a5e,8,-731.0,270
1599,-738,Orbital area ventral part (left),ORBv,#248a5e,7,-714.0,271
1600,-746,Orbital area ventrolateral part (left),ORBvl,#248a5e,7,-714.0,272
1601,-969,Orbital area ventrolateral part layer 1 (left),ORBvl1,#248a5e,8,-746.0,273
1602,-288,Orbital area ventrolateral part layer 2/3 (left),ORBvl2/3,#248a5e,8,-746.0,274
1603,-1125,Orbital area ventrolateral part layer 5 (left),ORBvl5,#248a5e,8,-746.0,275
1604,-608,Orbital area ventrolateral part layer 6a (left),ORBvl6a,#248a5e,8,-746.0,276
1605,-680,Orbital area ventrolateral part layer 6b (left),ORBvl6b,#248a5e,8,-746.0,277
1606,-95,Agranular insular area (left),AI,#219866,6,-315.0,278
1607,-104,Agranular insular area dorsal part (left),AId,#219866,7,-95.0,279
1608,-996,Agranular insular area dorsal part layer 1 (left),AId1,#219866,8,-104.0,280
1609,-328,Agranular insular area dorsal part layer 2/3 (left),AId2/3,#219866,8,-104.0,281
1610,-1101,Agranular insular area dorsal part layer 5 (left),AId5,#219866,8,-104.0,282
1611,-783,Agranular insular area dorsal part layer 6a (left),AId6a,#219866,8,-104.0,283
1612,-831,Agranular insular area dorsal part layer 6b (left),AId6b,#219866,8,-104.0,284
1613,-111,Agranular insular area posterior part (left),AIp,#219866,7,-95.0,285
1614,-120,Agranular insular area posterior part layer 1 (left),AIp1,#219866,8,-111.0,286
1615,-163,Agranular insular area posterior part layer 2/3 (left),AIp2/3,#219866,8,-111.0,287
1616,-344,Agranular insular area posterior part layer 5 (left),AIp5,#219866,8,-111.0,288
1617,-314,Agranular insular area posterior part layer 6a (left),AIp6a,#219866,8,-111.0,289
1618,-355,Agranular insular area posterior part layer 6b (left),AIp6b,#219866,8,-111.0,290
1619,-119,Agranular insular area ventral part (left),AIv,#219866,7,-95.0,291
1620,-704,Agranular insular area ventral part layer 1 (left),AIv1,#219866,8,-119.0,292
1621,-694,Agranular insular area ventral part layer 2/3 (left),AIv2/3,#219866,8,-119.0,293
1622,-800,Agranular insular area ventral part layer 5 (left),AIv5,#219866,8,-119.0,294
1623,-675,Agranular insular area ventral part layer 6a (left),AIv6a,#219866,8,-119.0,295
1624,-699,Agranular insular area ventral part layer 6b (left),AIv6b,#219866,8,-119.0,296
1625,-254,Retrosplenial area (left),RSP,#1aa698,6,-315.0,297
1626,-894,Retrosplenial area lateral agranular part (left),RSPagl,#1aa698,7,-254.0,298
1627,-671,Retrosplenial area lateral agranular part layer 1 (left),RSPagl1,#1aa698,8,-894.0,299
1628,-965,Retrosplenial area lateral agranular part layer 2/3 (left),RSPagl2/3,#1aa698,8,-894.0,300
1629,-774,Retrosplenial area lateral agranular part layer 5 (left),RSPagl5,#1aa698,8,-894.0,301
1630,-906,Retrosplenial area lateral agranular part layer 6a (left),RSPagl6a,#1aa698,8,-894.0,302
1631,-279,Retrosplenial area lateral agranular part layer 6b (left),RSPagl6b,#1aa698,8,-894.0,303
1632,-480149258,Mediomedial anterior visual area (left),VISmma,#1aa698,8,-894.0,304
1633,-480149262,Mediomedial anterior visual area layer 1 (left),VISmma1,#1aa698,9,-480149258.0,305
1634,-480149266,Mediomedial anterior visual area layer 2/3 (left),VISmma2/3,#1aa698,9,-480149258.0,306
1635,-480149270,Mediomedial anterior visual area layer 4 (left),VISmma4,#1aa698,9,-480149258.0,307
1636,-480149274,Mediomedial anterior visual arealayer 5 (left),VISmma5,#1aa698,9,-480149258.0,308
1637,-480149278,Mediomedial anterior visual area layer 6a (left),VISmma6a,#1aa698,9,-480149258.0,309
1638,-480149282,Mediomedial anterior visual area layer 6b (left),VISmma6b,#1aa698,9,-480149258.0,310
1639,-480149286,Mediomedial posterior visual area (left),VISmmp,#1aa698,8,-894.0,311
1640,-480149290,Mediomedial posterior visual area layer 1 (left),VISmmp1,#1aa698,9,-480149286.0,312
1641,-480149294,Mediomedial posterior visual area layer 2/3 (left),VISmmp2/3,#1aa698,9,-480149286.0,313
1642,-480149298,Mediomedial posterior visual area layer 4 (left),VISmmp4,#1aa698,9,-480149286.0,314
1643,-480149302,Mediomedial posterior visual arealayer 5 (left),VISmmp5,#1aa698,9,-480149286.0,315
1644,-480149306,Mediomedial posterior visual area layer 6a (left),VISmmp6a,#1aa698,9,-480149286.0,316
1645,-480149310,Mediomedial posterior visual area layer 6b (left),VISmmp6b,#1aa698,9,-480149286.0,317
1646,-480149314,Medial visual area (left),VISm,#1aa698,8,-894.0,318
1647,-480149318,Medial visual area layer 1 (left),VISm1,#1aa698,9,-480149314.0,319
1648,-480149322,Medial visual area layer 2/3 (left),VISm2/3,#1aa698,9,-480149314.0,320
1649,-480149326,Medial visual area layer 4 (left),VISm4,#1aa698,9,-480149314.0,321
1650,-480149330,Medial visual arealayer 5 (left),VISm5,#1aa698,9,-480149314.0,322
1651,-480149334,Medial visual area layer 6a (left),VISm6a,#1aa698,9,-480149314.0,323
1652,-480149338,Medial visual area layer 6b (left),VISm6b,#1aa698,9,-480149314.0,324
1653,-879,Retrosplenial area dorsal part (left),RSPd,#1aa698,7,-254.0,325
1654,-442,Retrosplenial area dorsal part layer 1 (left),RSPd1,#1aa698,8,-879.0,326
1655,-434,Retrosplenial area dorsal part layer 2/3 (left),RSPd2/3,#1aa698,8,-879.0,327
1656,-545,Retrosplenial area dorsal part layer 4 (left),RSPd4,#1aa698,8,-879.0,328
1657,-610,Retrosplenial area dorsal part layer 5 (left),RSPd5,#1aa698,8,-879.0,329
1658,-274,Retrosplenial area dorsal part layer 6a (left),RSPd6a,#1aa698,8,-879.0,330
1659,-330,Retrosplenial area dorsal part layer 6b (left),RSPd6b,#1aa698,8,-879.0,331
1660,-886,Retrosplenial area ventral part (left),RSPv,#1aa698,7,-254.0,332
1661,-542,Retrosplenial area ventral part layer 1 (left),RSPv1,#1aa698,8,-886.0,333
1662,-606,Retrosplenial area ventral part layer 2 (left),RSPv2,#1aa698,8,-886.0,334
1663,-430,Retrosplenial area ventral part layer 2/3 (left),RSPv2/3,#1aa698,8,-886.0,335
1664,-687,Retrosplenial area ventral part layer 5 (left),RSPv5,#1aa698,8,-886.0,336
1665,-590,Retrosplenial area ventral part layer 6a (left),RSPv6a,#1aa698,8,-886.0,337
1666,-622,Retrosplenial area ventral part layer 6b (left),RSPv6b,#1aa698,8,-886.0,338
1667,-22,Posterior parietal association areas (left),PTLp,#009fac,6,-315.0,339
1668,-532,Posterior parietal association areas layer 1 (left),PTLp1,#009fac,7,-22.0,340
1669,-241,Posterior parietal association areas layer 2/3 (left),PTLp2/3,#009fac,7,-22.0,341
1670,-635,Posterior parietal association areas layer 4 (left),PTLp4,#009fac,7,-22.0,342
1671,-683,Posterior parietal association areas layer 5 (left),PTLp5,#009fac,7,-22.0,343
1672,-308,Posterior parietal association areas layer 6a (left),PTLp6a,#009fac,7,-22.0,344
1673,-340,Posterior parietal association areas layer 6b (left),PTLp6b,#009fac,7,-22.0,345
1674,-312782546,Anterior area (left),VISa,#009fac,7,-22.0,346
1675,-312782550,Anterior area layer 1 (left),VISa1,#009fac,8,-312782546.0,347
1676,-312782554,Anterior area layer 2/3 (left),VISa2/3,#009fac,8,-312782546.0,348
1677,-312782558,Anterior area layer 4 (left),VISa4,#009fac,8,-312782546.0,349
1678,-312782562,Anterior area layer 5 (left),VISa5,#009fac,8,-312782546.0,350
1679,-312782566,Anterior area layer 6a (left),VISa6a,#009fac,8,-312782546.0,351
1680,-312782570,Anterior area layer 6b (left),VISa6b,#009fac,8,-312782546.0,352
1681,-417,Rostrolateral visual area (left),VISrl,#009fac,7,-22.0,353
1682,-312782604,Rostrolateral area layer 1 (left),VISrl1,#009fac,8,-417.0,354
1683,-312782608,Rostrolateral area layer 2/3 (left),VISrl2/3,#009fac,8,-417.0,355
1684,-312782612,Rostrolateral area layer 4 (left),VISrl4,#009fac,8,-417.0,356
1685,-312782616,Rostrolateral area layer 5 (left),VISrl5,#009fac,8,-417.0,357
1686,-312782620,Rostrolateral area layer 6a (left),VISrl6a,#009fac,8,-417.0,358
1687,-312782624,Rostrolateral area layer 6b (left),VISrl6b,#009fac,8,-417.0,359
1688,-541,Temporal association areas (left),TEa,#15b0b3,6,-315.0,360
1689,-97,Temporal association areas layer 1 (left),TEa1,#15b0b3,7,-541.0,361
1690,-1127,Temporal association areas layer 2/3 (left),TEa2/3,#15b0b3,7,-541.0,362
1691,-234,Temporal association areas layer 4 (left),TEa4,#15b0b3,7,-541.0,363
1692,-289,Temporal association areas layer 5 (left),TEa5,#15b0b3,7,-541.0,364
1693,-729,Temporal association areas layer 6a (left),TEa6a,#15b0b3,7,-541.0,365
1694,-786,Temporal association areas layer 6b (left),TEa6b,#15b0b3,7,-541.0,366
1695,-922,Perirhinal area (left),PERI,#0e9684,6,-315.0,367
1696,-540,Perirhinal area layer 1 (left),PERI1,#0e9684,7,-922.0,368
1697,-888,Perirhinal area layer 2/3 (left),PERI2/3,#0e9684,7,-922.0,369
1698,-692,Perirhinal area layer 5 (left),PERI5,#0e9684,7,-922.0,370
1699,-335,Perirhinal area layer 6a (left),PERI6a,#0e9684,7,-922.0,371
1700,-368,Perirhinal area layer 6b (left),PERI6b,#0e9684,7,-922.0,372
1701,-895,Ectorhinal area (left),ECT,#0d9f91,6,-315.0,373
1702,-836,Ectorhinal area/Layer 1 (left),ECT1,#0d9f91,7,-895.0,374
1703,-427,Ectorhinal area/Layer 2/3 (left),ECT2/3,#0d9f91,7,-895.0,375
1704,-988,Ectorhinal area/Layer 5 (left),ECT5,#0d9f91,7,-895.0,376
1705,-977,Ectorhinal area/Layer 6a (left),ECT6a,#0d9f91,7,-895.0,377
1706,-1045,Ectorhinal area/Layer 6b (left),ECT6b,#0d9f91,7,-895.0,378
1707,-698,Olfactory areas (left),OLF,#9ad2bd,5,-695.0,379
1708,-507,Main olfactory bulb (left),MOB,#9ad2bd,6,-698.0,380
1709,-212,Main olfactory bulb glomerular layer (left),MOBgl,#82c7ae,7,-507.0,381
1710,-220,Main olfactory bulb granule layer (left),MOBgr,#82c7ae,7,-507.0,382
1711,-228,Main olfactory bulb inner plexiform layer (left),MOBipl,#9ad2bd,7,-507.0,383
1712,-236,Main olfactory bulb mitral layer (left),MOBmi,#82c7ae,7,-507.0,384
1713,-244,Main olfactory bulb outer plexiform layer (left),MOBopl,#9ad2bd,7,-507.0,385
1714,-151,Accessory olfactory bulb (left),AOB,#9df0d2,6,-698.0,386
1715,-188,Accessory olfactory bulb glomerular layer (left),AOBgl,#9df0d2,7,-151.0,387
1716,-196,Accessory olfactory bulb granular layer (left),AOBgr,#95e4c8,7,-151.0,388
1717,-204,Accessory olfactory bulb mitral layer (left),AOBmi,#9df0d2,7,-151.0,389
1718,-159,Anterior olfactory nucleus (left),AON,#54bf94,6,-698.0,390
